iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009253	Class		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay											
EUPATH_0009254	Order		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay											
EUPATH_0009255	Family		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay											
EUPATH_0009256	Genus		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay											
EUPATH_0009257	Species		Relative taxonomic abundance analysis	16S rRNA (V3-V5) assay											
EUPATH_0009250	Relative taxonomic abundance analysis		Data analysis	16S rRNA (V3-V5) assay											
EUPATH_0009251_Bacteria	Bacteria	number	Kingdom	16S rRNA (V3-V5) assay		0.914479	1	0.99992075668253	1	1	1	103			
EUPATH_0009251_Archaea	Archaea	number	Kingdom	16S rRNA (V3-V5) assay		0.000392	0.018561	0.0036358125	0.001562	0.0049845	0.0007225	16			
EUPATH_0009251_Eukaryota	Eukaryota	number	Kingdom	16S rRNA (V3-V5) assay		5.4e-05	0.085521	0.00420960674157	0.001424	0.003407	0.000726	88			
EUPATH_0009252_Bacteria_WPS_2	WPS-2	number	Phylum	16S rRNA (V3-V5) assay		0.000336	0.007907	0.00204533333333	0.001003	0.001593	0.00043	6	["0.000336","0.000430","0.000509","0.001497","0.001593","0.007907"]		
EUPATH_0009252_Bacteria_Elusimicrobiota	Elusimicrobiota	number	Phylum	16S rRNA (V3-V5) assay		0.000305	0.000305	0.000305	0.000305			1	["0.000305"]		
EUPATH_0009252_Bacteria_Fusobacteriota	Fusobacteriota	number	Phylum	16S rRNA (V3-V5) assay		5.6e-05	0.829268	0.09051700159744	0.055299	0.1394475	0.014345	3692			
EUPATH_0009252_Archaea_Euryarchaeota	Euryarchaeota	number	Phylum	16S rRNA (V3-V5) assay		0.000392	0.018561	0.0036358125	0.001562	0.0049845	0.0007225	16			
EUPATH_0009252_Bacteria_Synergistota	Synergistota	number	Phylum	16S rRNA (V3-V5) assay		0.000103	0.106058	0.00637551851852	0.002901	0.006242	0.001405	266			
EUPATH_0009252_Bacteria_Spirochaetota	Spirochaetota	number	Phylum	16S rRNA (V3-V5) assay		0.000123	0.25979	0.01556927297543	0.003919	0.0137425	0.001301	1034			
EUPATH_0009252_Bacteria_Proteobacteria	Proteobacteria	number	Phylum	16S rRNA (V3-V5) assay		9.7e-05	1	0.14643234575528	0.1071915	0.222792	0.028076	4949			
EUPATH_0009252_Bacteria_Planctomycetota	Planctomycetota	number	Phylum	16S rRNA (V3-V5) assay		0.000301	0.004937	0.00144875	0.00099	0.001752	0.000434	8	["0.000301","0.000342","0.000526","0.000790","0.001190","0.001279","0.002225","0.004937"]		
EUPATH_0009252_Bacteria_Nitrospirota	Nitrospirota	number	Phylum	16S rRNA (V3-V5) assay		0.000151	0.000699	0.00039475	0.0003645	0.000592	0.0001975	4	["0.000151","0.000244","0.000485","0.000699"]		
EUPATH_0009252_Bacteria_Gemmatimonadota	Gemmatimonadota	number	Phylum	16S rRNA (V3-V5) assay		0.000285	0.02439	0.00396925	0.002294	0.0053475	0.0005955	24			
EUPATH_0009252_Bacteria_Desulfobacterota	Desulfobacterota	number	Phylum	16S rRNA (V3-V5) assay		0.000111	0.015	0.00143986567164	0.000835	0.0015685	0.000575	65			
EUPATH_0009252_Bacteria_Campilobacterota	Campilobacterota	number	Phylum	16S rRNA (V3-V5) assay		8.6e-05	0.661098	0.01378789423535	0.007265	0.016074	0.0030615	2003			
EUPATH_0009252_Eukaryota_SAR	SAR	number	Phylum	16S rRNA (V3-V5) assay		0.000362	0.085521	0.00692471428571	0.002231	0.0042185	0.000874	28			
EUPATH_0009252_Eukaryota_Archaeplastida	Archaeplastida	number	Phylum	16S rRNA (V3-V5) assay		5.4e-05	0.007611	0.00230923076923	0.001273	0.003407	0.000651	13			
EUPATH_0009252_Bacteria_SAR324_clade_Marine_group_B_	SAR324 clade(Marine group B)	number	Phylum	16S rRNA (V3-V5) assay		0.0033	0.0033	0.0033	0.0033			1	["0.003300"]		
EUPATH_0009252_Bacteria_Myxococcota	Myxococcota	number	Phylum	16S rRNA (V3-V5) assay		0.000211	0.025126	0.00416603125	0.0012835	0.003294	0.0005475	32			
EUPATH_0009252_Bacteria_Firmicutes	Firmicutes	number	Phylum	16S rRNA (V3-V5) assay		0.002339	1	0.41629767058824	0.3726955	0.5928225	0.196442	5335			
EUPATH_0009252_Bacteria_Chloroflexi	Chloroflexi	number	Phylum	16S rRNA (V3-V5) assay		6.5e-05	0.03876	0.00487811842105	0.002427	0.006965	0.0007535	76			
EUPATH_0009252_Bacteria_Dependentiae	Dependentiae	number	Phylum	16S rRNA (V3-V5) assay		0.000619	0.000619	0.000619	0.000619			1	["0.000619"]		
EUPATH_0009252_Bacteria_Deinococcota	Deinococcota	number	Phylum	16S rRNA (V3-V5) assay		0.000104	0.069187	0.007014275	0.0016045	0.0069145	0.000639	80			
EUPATH_0009252_Bacteria_Cyanobacteria	Cyanobacteria	number	Phylum	16S rRNA (V3-V5) assay		4.6e-05	0.914863	0.02186040428380	0.003767	0.0119275	0.001107	716			
EUPATH_0009252_Bacteria_Bdellovibrionota	Bdellovibrionota	number	Phylum	16S rRNA (V3-V5) assay		5.6e-05	0.047297	0.00661529411765	0.001667	0.0075225	0.0006785	50			
EUPATH_0009252_Bacteria_Armatimonadota	Armatimonadota	number	Phylum	16S rRNA (V3-V5) assay		8.1e-05	0.016321	0.00407915	0.0027555	0.005017	0.0015	20			
EUPATH_0009252_Bacteria_Actinobacteriota	Actinobacteriota	number	Phylum	16S rRNA (V3-V5) assay		6.7e-05	1	0.25903458049887	0.097384	0.4231285	0.0296545	4795			
EUPATH_0009252_Bacteria_Verrucomicrobiota	Verrucomicrobiota	number	Phylum	16S rRNA (V3-V5) assay		3.2e-05	0.144864	0.00838297520661	0.002045	0.00619	0.00081	119			
EUPATH_0009252_Bacteria_Acidobacteriota	Acidobacteriota	number	Phylum	16S rRNA (V3-V5) assay		0.000133	0.04955	0.00382135714286	0.001602	0.0039535	0.0006385	56			
EUPATH_0009252_Bacteria_Abditibacteriota	Abditibacteriota	number	Phylum	16S rRNA (V3-V5) assay		0.000688	0.000845	0.00075866666667	0.000743	0.000794	0.0007155	3	["0.000688","0.000743","0.000845"]		
EUPATH_0009252_Bacteria_NB1_j	NB1-j	number	Phylum	16S rRNA (V3-V5) assay		0.000699	0.000699	0.000699	0.000699			1	["0.000699"]		
EUPATH_0009252_Bacteria_Bacteroidota	Bacteroidota	number	Phylum	16S rRNA (V3-V5) assay		9.8e-05	0.991752	0.16706897081058	0.1185865	0.230626	0.027505	4675			
EUPATH_0009252_Eukaryota_Discoba	Discoba	number	Phylum	16S rRNA (V3-V5) assay		0.000163	0.028357	0.00264463157895	0.001313	0.002605	0.000679	56			
EUPATH_0009252_Bacteria_Patescibacteria	Patescibacteria	number	Phylum	16S rRNA (V3-V5) assay		6.5e-05	0.164167	0.00403022971114	0.001507	0.004272	0.000658	682			
EUPATH_0009253_Eukaryota_SAR_	unclassified SAR	number	Class	16S rRNA (V3-V5) assay		0.000565	0.000565	0.000565	0.000565			1	["0.000565"]		
EUPATH_0009253_Bacteria_Dependentiae_Babeliae	Babeliae	number	Class	16S rRNA (V3-V5) assay		0.000619	0.000619	0.000619	0.000619			1	["0.000619"]		
EUPATH_0009253_Bacteria_Cyanobacteria_Cyanobacteriia	Cyanobacteriia	number	Class	16S rRNA (V3-V5) assay		4.6e-05	0.914863	0.02431730769231	0.004182	0.013231	0.001208	627			
EUPATH_0009253_Bacteria_Chloroflexi_Chloroflexia	Chloroflexia	number	Class	16S rRNA (V3-V5) assay		0.000193	0.019963	0.0044672	0.0022815	0.005985	0.000564	30			
EUPATH_0009253_Bacteria_Bacteroidota_SJA_28	SJA-28	number	Class	16S rRNA (V3-V5) assay		0.008015	0.008015	0.008015	0.008015			1	["0.008015"]		
EUPATH_0009253_Bacteria_Bacteroidota_Rhodothermia	Rhodothermia	number	Class	16S rRNA (V3-V5) assay		0.000927	0.001163	0.001045	0.001045	0.001163	0.000927	2	["0.000927","0.001163"]		
EUPATH_0009253_Bacteria_Spirochaetota_Spirochaetia	Spirochaetia	number	Class	16S rRNA (V3-V5) assay		0.000123	0.25979	0.01558242076503	0.003927	0.013813	0.001303	1033			
EUPATH_0009253_Bacteria_Gemmatimonadota_Longimicrobia	Longimicrobia	number	Class	16S rRNA (V3-V5) assay		0.00043	0.00229	0.00121675	0.0010735	0.001932	0.0005015	4	["0.000430","0.000573","0.001574","0.002290"]		
EUPATH_0009253_Bacteria_Firmicutes_Limnochordia	Limnochordia	number	Class	16S rRNA (V3-V5) assay		0.000419	0.059	0.01898816666667	0.001282	0.051338	0.000608	6	["0.000419","0.000608","0.001068","0.001496","0.051338","0.059000"]		
EUPATH_0009253_Bacteria_Firmicutes_Bacilli	Bacilli	number	Class	16S rRNA (V3-V5) assay		0.00016	1	0.31952677916744	0.22239	0.485027	0.092881	5266			
EUPATH_0009253_Bacteria_Firmicutes_	unclassified Firmicutes	number	Class	16S rRNA (V3-V5) assay		2.5e-05	0.007692	0.00092223300971	0.000515	0.0009135	0.000307	98			
EUPATH_0009253_Bacteria_Cyanobacteria_Sericytochromatia	Sericytochromatia	number	Class	16S rRNA (V3-V5) assay		0.000204	0.002288	0.00147933333333	0.001946	0.002117	0.001075	3	["0.000204","0.001946","0.002288"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Thermoleophilia	Thermoleophilia	number	Class	16S rRNA (V3-V5) assay		0.000141	0.049566	0.00443095061728	0.001512	0.006763	0.000545	79			
EUPATH_0009253_Archaea_Euryarchaeota_Methanobacteria	Methanobacteria	number	Class	16S rRNA (V3-V5) assay		0.000392	0.018561	0.0036358125	0.001562	0.0049845	0.0007225	16			
EUPATH_0009253_Bacteria_Verrucomicrobiota_Chlamydiae	Chlamydiae	number	Class	16S rRNA (V3-V5) assay		0.000567	0.001493	0.00102	0.00101	0.0013515	0.0006885	4	["0.000567","0.000810","0.001210","0.001493"]		
EUPATH_0009253_Bacteria_Synergistota_Synergistia	Synergistia	number	Class	16S rRNA (V3-V5) assay		0.000103	0.106058	0.00637551851852	0.002901	0.006242	0.001405	266			
EUPATH_0009253_Bacteria_Myxococcota_Myxococcia	Myxococcia	number	Class	16S rRNA (V3-V5) assay		0.000531	0.003489	0.00131683333333	0.0007675	0.00173	0.000616	6	["0.000531","0.000616","0.000701","0.000834","0.001730","0.003489"]		
EUPATH_0009253_Bacteria_Gemmatimonadota_Gemmatimonadetes	Gemmatimonadetes	number	Class	16S rRNA (V3-V5) assay		0.000285	0.02439	0.00444225	0.002309	0.0062525	0.0010305	20			
EUPATH_0009253_Bacteria_Fusobacteriota_Fusobacteriia	Fusobacteriia	number	Class	16S rRNA (V3-V5) assay		5.6e-05	0.829268	0.09051700159744	0.055299	0.1394475	0.014345	3692			
EUPATH_0009253_Bacteria_Firmicutes_Negativicutes	Negativicutes	number	Class	16S rRNA (V3-V5) assay		7.3e-05	0.471388	0.06509175604501	0.044213	0.097535	0.011015	4067			
EUPATH_0009253_Bacteria_Firmicutes_Incertae_Sedis	Incertae Sedis	number	Class	16S rRNA (V3-V5) assay		0.000214	0.002012	0.00072538461538	0.000447	0.000769	0.000415	13			
EUPATH_0009253_Bacteria_Deinococcota_Deinococci	Deinococci	number	Class	16S rRNA (V3-V5) assay		0.000104	0.069187	0.007014275	0.0016045	0.0069145	0.000639	80			
EUPATH_0009253_Bacteria_Chloroflexi_Ktedonobacteria	Ktedonobacteria	number	Class	16S rRNA (V3-V5) assay		0.001924	0.03876	0.0099219	0.0070085	0.013369	0.002494	10	["0.001924","0.002018","0.002494","0.005317","0.006894","0.007123","0.007143","0.013369","0.014177","0.038760"]		
EUPATH_0009253_Bacteria_Chloroflexi_KD4_96	KD4-96	number	Class	16S rRNA (V3-V5) assay		0.000204	0.008283	0.00318030769231	0.00229	0.005138	0.000959	13			
EUPATH_0009253_Bacteria_Chloroflexi_Dehalococcoidia	Dehalococcoidia	number	Class	16S rRNA (V3-V5) assay		0.001128	0.00252	0.001824	0.001824	0.00252	0.001128	2	["0.001128","0.002520"]		
EUPATH_0009253_Bacteria_Bdellovibrionota_Bdellovibrionia	Bdellovibrionia	number	Class	16S rRNA (V3-V5) assay		0.000133	0.028947	0.0056399	0.001465	0.00243	0.000316	10	["0.000133","0.000201","0.000316","0.001012","0.001210","0.001720","0.001843","0.002430","0.018587","0.028947"]		
EUPATH_0009253_Bacteria_Bacteroidota_Bacteroidia	Bacteroidia	number	Class	16S rRNA (V3-V5) assay		9.8e-05	0.991752	0.16706646598068	0.1185865	0.230626	0.027505	4675			
EUPATH_0009253_Bacteria_Acidobacteriota_Blastocatellia	Blastocatellia	number	Class	16S rRNA (V3-V5) assay		0.000133	0.005658	0.00164085	0.0012185	0.001876	0.000596	20			
EUPATH_0009253_Eukaryota_Discoba_Jakobida	Jakobida	number	Class	16S rRNA (V3-V5) assay		0.000163	0.028357	0.00264463157895	0.001313	0.002605	0.000679	56			
EUPATH_0009253_Eukaryota_Archaeplastida_	unclassified Archaeplastida	number	Class	16S rRNA (V3-V5) assay		0.000358	0.005051	0.00318933333333	0.004159	0.004605	0.0022585	3	["0.000358","0.004159","0.005051"]		
EUPATH_0009253_Bacteria_WPS_2_	unclassified WPS-2	number	Class	16S rRNA (V3-V5) assay		0.000336	0.007907	0.00204533333333	0.001003	0.001593	0.00043	6	["0.000336","0.000430","0.000509","0.001497","0.001593","0.007907"]		
EUPATH_0009253_Bacteria_Spirochaetota_Brachyspirae	Brachyspirae	number	Class	16S rRNA (V3-V5) assay		0.001133	0.001133	0.001133	0.001133			1	["0.001133"]		
EUPATH_0009253_Bacteria_Patescibacteria_Gracilibacteria	Gracilibacteria	number	Class	16S rRNA (V3-V5) assay		7.3e-05	0.034177	0.00354678223496	0.002199	0.004469	0.00095	342			
EUPATH_0009253_Bacteria_NB1_j_	unclassified NB1-j	number	Class	16S rRNA (V3-V5) assay		0.000699	0.000699	0.000699	0.000699			1	["0.000699"]		
EUPATH_0009253_Bacteria_Myxococcota_bacteriap25	bacteriap25	number	Class	16S rRNA (V3-V5) assay		0.000244	0.000244	0.000244	0.000244			1	["0.000244"]		
EUPATH_0009253_Bacteria_Firmicutes_Desulfotomaculia	Desulfotomaculia	number	Class	16S rRNA (V3-V5) assay		0.000126	0.000126	0.000126	0.000126			1	["0.000126"]		
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfovibrionia	Desulfovibrionia	number	Class	16S rRNA (V3-V5) assay		0.000111	0.015	0.00150849152542	0.000835	0.0016095	0.000592	57			
EUPATH_0009253_Bacteria_Campilobacterota_Campylobacteria	Campylobacteria	number	Class	16S rRNA (V3-V5) assay		8.6e-05	0.661098	0.01378789423535	0.007265	0.016074	0.0030615	2003			
EUPATH_0009253_Bacteria_Actinobacteriota_Coriobacteriia	Coriobacteriia	number	Class	16S rRNA (V3-V5) assay		8.1e-05	0.53494	0.00818774317618	0.0031565	0.006629	0.001411	1486			
EUPATH_0009253_Bacteria_Proteobacteria_	unclassified Proteobacteria	number	Class	16S rRNA (V3-V5) assay		5.7e-05	9.7e-05	7.7e-05	7.7e-05	9.7e-05	5.7e-05	2	["0.000057","0.000097"]		
EUPATH_0009253_Bacteria_Chloroflexi_Gitt_GS_136	Gitt-GS-136	number	Class	16S rRNA (V3-V5) assay		0.000122	0.027487	0.00565025	0.0025105	0.0052185	0.0010675	8	["0.000122","0.000785","0.001350","0.001632","0.003389","0.004170","0.006267","0.027487"]		
EUPATH_0009253_Bacteria_Chloroflexi_Anaerolineae	Anaerolineae	number	Class	16S rRNA (V3-V5) assay		6.5e-05	0.008015	0.001859	0.0010035	0.002574	0.000379	22			
EUPATH_0009253_Bacteria_Bacteroidota_Kapabacteria	Kapabacteria	number	Class	16S rRNA (V3-V5) assay		0.001823	0.001823	0.001823	0.001823			1	["0.001823"]		
EUPATH_0009253_Bacteria_Armatimonadota_Fimbriimonadia	Fimbriimonadia	number	Class	16S rRNA (V3-V5) assay		8.1e-05	0.016321	0.00407915	0.0027555	0.005017	0.0015	20			
EUPATH_0009253_Bacteria_Actinobacteriota_MB_A2_108	MB-A2-108	number	Class	16S rRNA (V3-V5) assay		0.000288	0.003106	0.001334	0.000608	0.001857	0.000448	3	["0.000288","0.000608","0.003106"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Acidimicrobiia	Acidimicrobiia	number	Class	16S rRNA (V3-V5) assay		8.1e-05	0.033333	0.00334939024390	0.000927	0.002123	0.000437	41			
EUPATH_0009253_Bacteria_SAR324_clade_Marine_group_B_	unclassified SAR324 clade(Marine group B)	number	Class	16S rRNA (V3-V5) assay		0.0033	0.0033	0.0033	0.0033			1	["0.003300"]		
EUPATH_0009253_Bacteria_Patescibacteria_Saccharimonadia	Saccharimonadia	number	Class	16S rRNA (V3-V5) assay		5.6e-05	0.163038	0.00331701380671	0.000979	0.002206	5e-04	471			
EUPATH_0009253_Bacteria_Desulfobacterota_Syntrophobacteria	Syntrophobacteria	number	Class	16S rRNA (V3-V5) assay		0.001238	0.001238	0.001238	0.001238			1	["0.001238"]		
EUPATH_0009253_Bacteria_Cyanobacteria_Vampirivibrionia	Vampirivibrionia	number	Class	16S rRNA (V3-V5) assay		0.00023	0.03385	0.00485078504673	0.001899	0.0048475	0.0009125	106			
EUPATH_0009253_Bacteria_Chloroflexi_TK10	TK10	number	Class	16S rRNA (V3-V5) assay		0.001226	0.005186	0.003206	0.003206	0.005186	0.001226	2	["0.001226","0.005186"]		
EUPATH_0009253_Bacteria_Bdellovibrionota_Oligoflexia	Oligoflexia	number	Class	16S rRNA (V3-V5) assay		5.6e-05	0.047297	0.00685319512195	0.001667	0.007692	0.000742	41			
EUPATH_0009253_Bacteria_Actinobacteriota_	unclassified Actinobacteriota	number	Class	16S rRNA (V3-V5) assay		0.000239	0.031532	0.01074966666667	0.000478	0.016005	0.0003585	3	["0.000239","0.000478","0.031532"]		
EUPATH_0009253_Bacteria_Acidobacteriota_Vicinamibacteria	Vicinamibacteria	number	Class	16S rRNA (V3-V5) assay		0.000129	0.01088	0.0018850625	0.000926	0.001651	0.000456	16			
EUPATH_0009253_Bacteria_Acidobacteriota_Holophagae	Holophagae	number	Class	16S rRNA (V3-V5) assay		0.001951	0.001951	0.001951	0.001951			1	["0.001951"]		
EUPATH_0009253_Bacteria_Abditibacteriota_Abditibacteria	Abditibacteria	number	Class	16S rRNA (V3-V5) assay		0.000688	0.000845	0.00075866666667	0.000743	0.000794	0.0007155	3	["0.000688","0.000743","0.000845"]		
EUPATH_0009253_Eukaryota_SAR_Stramenopiles	Stramenopiles	number	Class	16S rRNA (V3-V5) assay		0.000362	0.085521	0.00716025925926	0.002539	0.0042185	0.001088	27			
EUPATH_0009253_Bacteria_Verrucomicrobiota_Verrucomicrobiae	Verrucomicrobiae	number	Class	16S rRNA (V3-V5) assay		3.2e-05	0.144864	0.00940094174757	0.002616	0.0065795	0.0009625	102			
EUPATH_0009253_Bacteria_Verrucomicrobiota_Lentisphaeria	Lentisphaeria	number	Class	16S rRNA (V3-V5) assay		0.000108	0.014538	0.00233127777778	0.0008715	0.003896	0.000423	18			
EUPATH_0009253_Bacteria_Proteobacteria_Gammaproteobacteria	Gammaproteobacteria	number	Class	16S rRNA (V3-V5) assay		9.7e-05	0.984765	0.14398406123268	0.10497	0.219388	0.025849	4908			
EUPATH_0009253_Bacteria_Planctomycetota_Planctomycetes	Planctomycetes	number	Class	16S rRNA (V3-V5) assay		0.000301	0.004937	0.00144875	0.00099	0.001752	0.000434	8	["0.000301","0.000342","0.000526","0.000790","0.001190","0.001279","0.002225","0.004937"]		
EUPATH_0009253_Bacteria_Patescibacteria_Parcubacteria	Parcubacteria	number	Class	16S rRNA (V3-V5) assay		0.005013	0.005405	0.005209	0.005209	0.005405	0.005013	2	["0.005013","0.005405"]		
EUPATH_0009253_Bacteria_Nitrospirota_Nitrospiria	Nitrospiria	number	Class	16S rRNA (V3-V5) assay		0.000151	0.000699	0.00039475	0.0003645	0.000592	0.0001975	4	["0.000151","0.000244","0.000485","0.000699"]		
EUPATH_0009253_Bacteria_Firmicutes_Symbiobacteriia	Symbiobacteriia	number	Class	16S rRNA (V3-V5) assay		0.00081	0.00081	0.00081	0.00081			1	["0.000810"]		
EUPATH_0009253_Bacteria_Firmicutes_Desulfitobacteriia	Desulfitobacteriia	number	Class	16S rRNA (V3-V5) assay		0.00067	0.00067	0.00067	0.00067			1	["0.000670"]		
EUPATH_0009253_Bacteria_Firmicutes_Clostridia	Clostridia	number	Class	16S rRNA (V3-V5) assay		7.5e-05	0.885655	0.06195591286124	0.030919	0.071782	0.009975	4392			
EUPATH_0009253_Bacteria_Desulfobacterota_Desulfobulbia	Desulfobulbia	number	Class	16S rRNA (V3-V5) assay		0.000214	0.002519	0.00089028571429	0.000662	0.0011445	0.000274	7	["0.000214","0.000250","0.000298","0.000662","0.001130","0.001159","0.002519"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Actinobacteria	Actinobacteria	number	Class	16S rRNA (V3-V5) assay		6.5e-05	1	0.25849454825291	0.0947895	0.424734	0.0282055	4751			
EUPATH_0009253_Bacteria_Acidobacteriota_Acidobacteriae	Acidobacteriae	number	Class	16S rRNA (V3-V5) assay		0.000204	0.04955	0.00611595833333	0.0025575	0.007979	0.000627	24			
EUPATH_0009253_Eukaryota_Archaeplastida_Chloroplastida	Chloroplastida	number	Class	16S rRNA (V3-V5) assay		5.4e-05	0.007611	0.0020452	0.0011655	0.003396	0.000651	10	["0.000054","0.000558","0.000651","0.000843","0.001058","0.001273","0.001601","0.003396","0.003407","0.007611"]		
EUPATH_0009253_Bacteria_Proteobacteria_Alphaproteobacteria	Alphaproteobacteria	number	Class	16S rRNA (V3-V5) assay		9.6e-05	0.921212	0.01557275243148	0.003557	0.014972	0.001126	1067			
EUPATH_0009253_Bacteria_Myxococcota_Polyangia	Polyangia	number	Class	16S rRNA (V3-V5) assay		0.000211	0.025126	0.00481415384615	0.0014685	0.005112	0.000457	26			
EUPATH_0009253_Bacteria_Gemmatimonadota_S0134_terrestrial_group	S0134 terrestrial group	number	Class	16S rRNA (V3-V5) assay		0.00155	0.00155	0.00155	0.00155			1	["0.001550"]		
EUPATH_0009253_Bacteria_Elusimicrobiota_Lineage_IIb	Lineage IIb	number	Class	16S rRNA (V3-V5) assay		0.000305	0.000305	0.000305	0.000305			1	["0.000305"]		
EUPATH_0009253_Bacteria_Actinobacteriota_Rubrobacteria	Rubrobacteria	number	Class	16S rRNA (V3-V5) assay		0.000543	0.00131	0.00096225	0.000998	0.0012875	0.000637	4	["0.000543","0.000731","0.001265","0.001310"]		
